,Multiple All,Multiple Fatal,Single All,Single Fatal,Total All,Total Fatal,end_date,start_date,total_reactions,first_react
Pasireotide,0,0,0,0,0,0,2015-12-04,1963-07-01,23,2012-11-01
Passiflora,0,0,0,0,0,0,2016-02-08,1963-07-01,117,1986-02-13
Patent Blue V,0,0,0,0,0,0,2016-02-08,1963-07-01,469,1974-01-07
Pausinystalia,0,0,0,0,0,0,2015-09-18,1963-07-01,18,2010-11-10
Pazopanib,0,0,0,0,0,0,2016-02-08,1963-07-01,406,2007-08-15
Pectin,0,0,0,0,0,0,2011-12-14,1963-07-01,2,1988-12-12
Pegademase,0,0,0,0,0,0,2014-09-26,1963-07-01,4,2008-11-20
Pegaptanib,0,0,0,0,0,0,2012-05-12,1963-07-01,17,2006-11-21
Pegaspargase,0,0,0,0,0,0,2016-01-11,1963-07-01,86,2009-11-24
Pegfilgrastim,0,0,0,0,0,0,2016-02-09,1963-07-01,993,
Pegloticase,0,0,0,0,0,0,2014-10-07,1963-07-01,8,2013-01-25
Pegvisomant,0,0,0,0,0,0,2015-06-09,1963-07-01,48,1998-05-15
Pegzerepoetin Alfa,0,0,1,0,1,0,2016-02-08,1963-07-01,239,2008-09-23
Pelargonium Sidoides,0,0,0,0,0,0,2011-12-12,1963-07-01,2,2009-01-19
Pemetrexed,0,0,0,0,0,0,2016-02-09,1963-07-01,596,2004-11-22
Pemoline,0,0,0,0,0,0,2012-05-12,1963-07-01,45,1967-01-22
Penbutolol,0,0,0,0,0,0,2011-12-14,1963-07-01,2,1982-06-01
Penciclovir,0,0,0,0,0,0,2015-12-17,1963-07-01,5,1998-04-10
Penicillamine,0,0,2,0,2,0,2015-11-30,1963-07-01,1434,1966-02-08
Penicillin,0,0,0,0,0,0,2016-01-06,1963-07-01,457,1983-09-01
Pentaerythritol Tetranitrate,0,0,0,0,0,0,2011-12-14,1963-07-01,33,1964-07-02
Pentagastrin,0,0,0,0,0,0,2011-12-14,1963-07-01,33,1966-12-10
Pentamidine,0,0,0,0,0,0,2015-10-07,1963-07-01,109,1986-06-15
Pentazocine,0,0,0,0,0,0,2015-11-30,1963-07-01,1106,1967-05-01
Pentetic Acid,0,0,0,0,0,0,2015-06-10,1963-07-01,59,1970-09-27
Pentetreotide,0,0,0,0,0,0,2011-12-14,1963-07-01,4,1995-06-15
Pentobarbitone,0,0,0,0,0,0,2011-12-14,1963-07-01,55,1964-06-24
Pentosan,0,0,0,0,0,0,2015-05-20,1963-07-01,33,2005-08-16
Pentostatin,0,0,0,0,0,0,2015-05-05,1963-07-01,90,1993-08-23
Pentoxifylline,0,0,0,0,0,0,2015-05-12,1963-07-01,523,1975-11-20
Pepsin,0,0,0,0,0,0,2012-05-12,1963-07-01,2,
Perampanel,0,0,0,0,0,0,2016-02-01,1963-07-01,339,2012-12-12
Perflexane,0,0,0,0,0,0,2011-12-15,1963-07-01,1,2011-08-26
Perflutren,0,0,0,0,0,0,2014-11-13,1963-07-01,26,2000-04-07
Pergolide,0,0,2,0,2,0,2016-01-29,1963-07-01,710,1991-01-25
Perhexiline,0,0,2,0,2,0,2015-09-03,1963-07-01,991,1970-09-04
Pericyazine,0,0,1,0,1,0,2014-01-24,1963-07-01,142,1965-09-04
Perilla,0,0,0,0,0,0,2012-01-16,1963-07-01,1,
Perindopril,0,0,0,0,0,0,2016-02-09,1963-07-01,2207,1990-01-07
Permethrin,0,0,0,0,0,0,2015-10-05,1963-07-01,200,1990-10-06
Perna,0,0,0,0,0,0,2012-05-12,1963-07-01,2,2011-05-24
Perphenazine,0,0,0,0,0,0,2015-11-30,1963-07-01,523,1964-04-01
Pertechnetic Acid,0,0,0,0,0,0,2012-05-12,1963-07-01,81,1969-02-01
Pertussis Immune Globulin,0,0,0,0,0,0,2011-12-14,1963-07-01,2,1991-03-04
Pertuzumab,0,0,0,0,0,0,2016-01-29,1963-07-01,292,2012-08-20
Pethidine,0,0,0,0,0,0,2016-02-03,1963-07-01,493,1964-01-01
Peucedanum Oreoselinum,0,0,0,0,0,0,2013-08-09,1963-07-01,2,
Peumus Boldus,0,0,0,0,0,0,2012-05-12,1963-07-01,25,1996-08-21
Phaseolus,0,0,0,0,0,0,2012-09-24,1963-07-01,3,2012-04-30
Phellodendron,0,0,0,0,0,0,2012-01-19,1963-07-01,19,2007-05-19
Phenacetin,0,0,0,0,0,0,2014-09-22,1963-07-01,112,1963-11-01
Phenazepam,0,0,0,0,0,0,2012-12-26,1963-07-01,7,2010-10-25
Phenazocine,0,0,0,0,0,0,2011-12-14,1963-07-01,29,1964-10-13
Phenazone,0,0,0,0,0,0,2011-12-14,1963-07-01,22,1964-04-01
Phenazopyridine,0,0,0,0,0,0,2015-06-26,1963-07-01,34,1967-08-18
Phenelzine,0,0,5,0,5,0,2016-02-02,1963-07-01,1213,1963-10-26
Phenethicillin,0,0,0,0,0,0,2015-08-06,1963-07-01,41,1964-06-05
Pheneturide,0,0,0,0,0,0,2013-10-16,1963-07-01,34,1968-08-08
Phenformin,0,0,0,0,0,0,2011-12-14,1963-07-01,158,1964-10-16
Phenindamine,0,0,0,0,0,0,2011-12-14,1963-07-01,23,1965-02-09
Phenindione,0,0,0,0,0,0,2015-04-10,1963-07-01,327,1963-12-01
Pheniramine,1,0,0,0,1,0,2014-11-04,1963-07-01,141,1964-10-22
Phenmetrazine,0,0,0,0,0,0,2011-12-14,1963-07-01,29,1964-08-13
Phenobarbital,0,0,0,0,0,0,2016-01-14,1963-07-01,506,1964-10-01
Phenol,0,0,0,0,0,0,2015-11-17,1963-07-01,170,1967-12-01
Phenolphthalein,0,0,0,0,0,0,2014-12-31,1963-07-01,41,1965-02-04
Phenoperidine,0,0,0,0,0,0,2011-12-14,1963-07-01,33,1968-01-01
Phenothrin,0,0,0,0,0,0,2015-02-10,1963-07-01,89,1990-09-01
Phenoxybenzamine,0,0,1,0,1,0,2015-11-03,1963-07-01,92,1965-05-27
Phenoxyethanol,0,0,0,0,0,0,2014-10-09,1963-07-01,17,2006-01-20
Phenoxymethylpenicillin,0,0,1,0,1,0,2016-02-09,1963-07-01,2680,
Phentermine,0,0,0,0,0,0,2015-12-07,1963-07-01,384,1969-01-21
Phentolamine,0,0,0,0,0,0,2015-07-20,1963-07-01,16,1971-08-01
Phenylalanine,0,0,0,0,0,0,2016-02-08,1963-07-01,298,1973-05-01
Phenylbutazone,0,0,1,0,1,0,2015-05-12,1963-07-01,2514,1964-01-01
Phenylbutyric Acid,0,0,0,0,0,0,2012-05-12,1963-07-01,12,
Phenylephrine,0,2,1,0,3,0,2016-02-04,1963-07-01,863,1964-07-08
Phenylethyl Alcohol,0,0,0,0,0,0,2012-05-12,1963-07-01,5,1977-04-18
Phenylpropanolamine,2,0,0,0,2,0,2015-12-02,1963-07-01,650,1964-06-22
Phenyltoloxamine,0,0,0,0,0,0,2011-12-14,1963-07-01,51,1965-06-18
Phenytoin,0,0,3,0,3,0,2016-01-20,1963-07-01,3827,1963-11-01
Phleum Pratense,0,0,0,0,0,0,2016-01-25,1963-07-01,279,1982-03-25
Pholcodine,0,0,0,0,0,0,2016-01-20,1963-07-01,464,1964-06-25
Phosphatidyl Choline,0,0,0,0,0,0,2015-08-03,1963-07-01,52,2005-02-18
Phosphatidylserine,0,0,0,0,0,0,2012-02-21,1963-07-01,4,2011-08-04
Phosphoric Acid,0,0,0,0,0,0,2011-12-12,1963-07-01,7,1994-01-21
Phosphorus,0,0,0,0,0,0,2015-10-30,1963-07-01,49,1967-10-01
Phosphorus 32,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1992-01-01
Phthalylsulfathiazole,0,0,0,0,0,0,2011-12-14,1963-07-01,10,1970-01-12
Phyllanthus,0,0,0,0,0,0,2012-01-16,1963-07-01,7,2004-12-12
Phytolacca Americana,0,0,0,0,0,0,2012-09-19,1963-07-01,2,1997-01-23
Picrorhiza,0,0,0,0,0,0,2012-01-16,1963-07-01,5,2004-12-12
Pilocarpine,0,0,0,0,0,0,2016-02-03,1963-07-01,210,1966-10-15
Pimecrolimus,0,0,0,0,0,0,2015-09-24,1963-07-01,124,2003-02-20
Pimozide,0,0,0,0,0,0,2015-11-30,1963-07-01,319,1971-02-17
Pimpinella,0,0,0,0,0,0,2015-09-28,1963-07-01,35,1987-01-03
Pindolol,0,0,0,0,0,0,2012-01-16,1963-07-01,898,1974-12-16
Pinellia,0,0,0,0,0,0,2012-05-12,1963-07-01,16,1999-08-04
Pinene Alpha And Beta,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1982-12-08
Pinus,0,0,0,0,0,0,2015-12-01,1963-07-01,61,1965-03-20
Pioglitazone,0,0,2,0,2,0,2016-01-29,1963-07-01,1569,2000-12-13
Pipenzolate,0,0,0,0,0,0,2011-12-14,1963-07-01,8,1986-01-21
Piper,0,0,0,0,0,0,2014-06-24,1963-07-01,36,1999-12-29
Piperacillin,0,0,0,0,0,0,2016-02-09,1963-07-01,1668,1982-06-21
Piperazine,1,0,0,0,1,0,2015-06-26,1963-07-01,792,1964-05-20
Piperine,0,0,0,0,0,0,2016-02-04,1963-07-01,3,2015-10-01
Pipothiazine,0,0,0,0,0,0,2015-11-23,1963-07-01,209,1984-03-31
Piracetam,0,0,0,0,0,0,2015-11-03,1963-07-01,44,
Pirbuterol,0,0,0,0,0,0,2012-01-16,1963-07-01,124,1982-03-02
Pirenzepine,0,0,0,0,0,0,2015-02-23,1963-07-01,244,1982-08-27
Piretanide,0,0,0,0,0,0,2012-05-12,1963-07-01,107,1984-03-09
Pirfenidone,0,0,0,0,0,0,2016-01-25,1963-07-01,279,2011-12-12
Piritramide,0,0,0,0,0,0,2011-12-14,1963-07-01,3,1984-05-01
Piroxicam,0,0,11,0,11,0,2016-01-21,1963-07-01,5820,1978-08-01
Piscidia Erythrina,0,0,0,0,0,0,2013-04-12,1963-07-01,5,1997-11-06
Pistacia,0,0,0,0,0,0,2011-12-12,1963-07-01,3,2006-08-07
Pivampicillin,0,0,0,0,0,0,2012-01-16,1963-07-01,374,1977-12-23
Pivmecillinam,0,0,0,0,0,0,2016-02-08,1963-07-01,229,1978-01-30
Pixantrone,0,0,0,0,0,0,2015-12-31,1963-07-01,35,2014-11-13
Pizotifen,0,0,4,0,4,0,2015-10-30,1963-07-01,1381,1975-10-17
Placebo Unblinded,0,0,0,0,0,0,2015-03-26,1963-07-01,1,2014-12-08
Plantago,0,0,0,0,0,0,2015-12-01,1963-07-01,215,1970-10-26
Plasma Proteins,0,0,0,0,0,0,2015-12-30,1963-07-01,116,1979-10-23
Plasminogen Activator Tissue,0,0,0,0,0,0,2015-02-17,1963-07-01,30,1990-11-07
Platelets,0,0,0,0,0,0,2015-07-16,1963-07-01,21,2011-07-31
Platinum,0,0,0,0,0,0,2015-06-15,1963-07-01,1,
Platycodon Grandiflorum,0,0,0,0,0,0,2012-05-12,1963-07-01,14,1999-08-04
Plerixafor,0,0,0,0,0,0,2015-11-30,1963-07-01,39,2009-04-21
Plicamycin,0,0,0,0,0,0,2011-12-14,1963-07-01,7,1978-10-13
Plumbago,0,0,0,0,0,0,2014-06-24,1963-07-01,5,2004-07-08
Poa Species,0,0,0,0,0,0,2014-09-24,1963-07-01,2,
Podophyllotoxin,0,0,0,0,0,0,2015-06-26,1963-07-01,49,1988-03-16
Podophyllum,0,0,0,0,0,0,2015-06-26,1963-07-01,29,1967-11-24
Pogostemon,0,0,0,0,0,0,2012-05-12,1963-07-01,10,2007-10-21
Poldine,0,0,0,0,0,0,2011-12-14,1963-07-01,18,1969-02-24
Polidronium,0,0,0,0,0,0,2011-12-14,1963-07-01,7,1994-07-02
Poloxamer,0,0,0,0,0,0,2015-11-30,1963-07-01,129,1965-11-25
Poly L Lactic Acid,0,0,0,0,0,0,2014-10-16,1963-07-01,10,2011-11-29
Polycarbophil,0,0,0,0,0,0,2009-01-23,1963-07-01,6,1991-07-10
Polycarpaea Corymbosa,0,0,0,0,0,0,2012-06-01,1963-07-01,11,2006-12-23
Polyestradiol Phosphate,0,0,0,0,0,0,2011-12-14,1963-07-01,3,1978-01-01
Polyethylene,0,0,0,0,0,0,2011-12-12,1963-07-01,1,2008-03-29
Polygala,0,0,0,0,0,0,2012-05-12,1963-07-01,8,1999-08-04
Polygeline,0,0,0,0,0,0,2015-11-30,1963-07-01,244,1976-11-22
Polyglactins,0,0,0,0,0,0,2011-12-12,1963-07-01,1,
Polyglycolic Acid,0,0,0,0,0,0,2011-12-14,1963-07-01,5,1986-12-19
Polyglyconate,0,0,0,0,0,0,2011-12-14,1963-07-01,17,1987-11-01
Polygonatum,0,0,0,0,0,0,2012-01-16,1963-07-01,7,2007-05-19
Polygonum,0,0,1,0,1,0,2013-12-19,1963-07-01,54,1997-10-17
Polyhexanide,0,0,0,0,0,0,2011-12-15,1963-07-01,10,2006-03-27
Polymyxin,2,0,0,0,2,0,2016-01-13,1963-07-01,157,1966-12-07
Polynoxylin,0,0,0,0,0,0,2012-05-12,1963-07-01,4,1966-07-07
Polyoxyethylene Lauryl Ethers Mixed,0,0,0,0,0,0,2008-09-12,1963-07-01,5,1996-03-28
Polyoxyethylene Stearate,0,0,0,0,0,0,2014-05-26,1963-07-01,12,2014-02-18
Polysorbate,0,0,0,0,0,0,2015-10-13,1963-07-01,23,2006-08-07
Polystyrene Sulphonate,0,0,0,0,0,0,2015-04-13,1963-07-01,30,1985-01-01
Polythiazide,0,0,0,0,0,0,2012-01-16,1963-07-01,82,1964-02-13
Polyurethane,0,0,0,0,0,0,2013-01-02,1963-07-01,10,2006-11-12
Polyvinyl Alcohol,0,0,0,0,0,0,2012-05-12,1963-07-01,5,1989-12-19
Pomalidomide,0,0,0,0,0,0,2016-02-02,1963-07-01,146,
Ponatinib,0,0,0,0,0,0,2016-02-04,1963-07-01,41,2012-03-23
Poncirus,0,0,0,0,0,0,2012-05-12,1963-07-01,2,
Pongamia,0,0,0,0,0,0,2015-05-07,1963-07-01,1,2015-04-21
Populus,0,0,0,0,0,0,2012-11-05,1963-07-01,5,1987-08-03
Porfimer Sodium,0,0,0,0,0,0,2013-12-10,1963-07-01,24,2006-10-20
Poria Cocos,0,0,0,0,0,0,2013-11-04,1963-07-01,95,1999-08-04
Portulaca,0,0,0,0,0,0,2011-12-15,1963-07-01,1,2000-07-09
Posaconazole,0,0,1,0,1,0,2016-01-21,1963-07-01,131,2006-01-03
Potassium,0,0,0,0,0,0,2015-10-30,1963-07-01,80,1969-02-10
Potassium Acetate,0,0,0,0,0,0,2014-10-02,1963-07-01,3,2014-09-19
Potassium Benzoate,0,0,0,0,0,0,2012-05-12,1963-07-01,4,1990-07-28
Potassium Bicarbonate,0,0,0,0,0,0,2015-11-18,1963-07-01,165,1968-04-29
Potassium Bromide,0,0,0,0,0,0,2012-05-12,1963-07-01,5,1974-10-08
Potassium Chloride,0,0,0,0,0,0,2016-02-08,1963-07-01,1932,
Potassium Chloride Potassium 42,0,0,0,0,0,0,2014-07-09,1963-07-01,2,2012-10-31
Potassium Citrate,0,0,0,0,0,0,2015-09-07,1963-07-01,41,1979-03-23
Potassium Gluconate,0,0,0,0,0,0,2012-01-16,1963-07-01,1,2008-08-26
Potassium Hydroxide,0,0,0,0,0,0,2015-01-13,1963-07-01,7,1999-10-14
Potassium Iodate,0,0,0,0,0,0,2012-05-08,1963-07-01,2,
Potassium Iodide,0,0,0,0,0,0,2016-01-29,1963-07-01,116,1981-03-16
Potassium Nitrate,0,0,0,0,0,0,2014-12-11,1963-07-01,94,1996-01-31
Potassium Nitrite,0,0,0,0,0,0,2008-09-12,1963-07-01,2,
Potassium Permanganate,0,0,0,0,0,0,2015-05-14,1963-07-01,8,2005-01-24
Potassium Phosphate,0,0,0,0,0,0,2015-11-10,1963-07-01,42,1982-06-02
Potassium Sorbate,0,0,0,0,0,0,2012-05-12,1963-07-01,14,2006-08-07
Potassium Sulphate,0,0,0,0,0,0,2015-10-30,1963-07-01,16,1994-05-28
Potassium Thiocyanate,0,0,0,0,0,0,2012-01-11,1963-07-01,7,1984-09-28
Potentilla,0,0,0,0,0,0,2012-05-12,1963-07-01,5,
Povidone,0,0,0,0,0,0,2015-11-09,1963-07-01,20,2004-04-07
Povidone Iodine,0,0,0,0,0,0,2016-01-27,1963-07-01,170,1972-08-15
Practolol,0,0,0,0,0,0,2015-05-12,1963-07-01,4585,1964-10-01
Pramipexole,0,0,1,0,1,0,2016-02-01,1963-07-01,899,1999-04-20
Pramocaine,0,0,0,0,0,0,2013-08-27,1963-07-01,18,1984-10-04
Prasterone,0,0,0,0,0,0,2014-06-10,1963-07-01,17,1997-07-28
Prasugrel,0,0,0,0,0,0,2015-11-04,1963-07-01,205,2009-07-01
Pravastatin,0,0,12,0,12,0,2016-02-08,1963-07-01,2325,1989-09-01
Prazepam,0,0,0,0,0,0,2011-12-14,1963-07-01,26,1982-08-01
Praziquantel,0,0,0,0,0,0,2014-11-04,1963-07-01,13,2008-06-17
Prazosin,0,0,2,0,2,0,2015-10-20,1963-07-01,1652,1973-03-05
Prednisolone,0,0,6,0,6,0,2016-02-09,1963-07-01,7142,
Prednisone,0,0,1,0,1,0,2016-02-08,1963-07-01,388,1964-07-27
Pregabalin,0,0,49,0,49,0,2016-02-09,1963-07-01,7396,
Prenalterol,0,0,0,0,0,0,2011-12-14,1963-07-01,5,1982-11-26
Prenylamine,0,0,0,0,0,0,2012-01-16,1963-07-01,171,1965-01-25
Prethcamide,0,0,0,0,0,0,2011-12-14,1963-07-01,52,1968-12-20
Prilocaine,4,0,0,0,4,0,2016-01-27,1963-07-01,812,1964-06-24
Primaquine,0,0,0,0,0,0,2015-02-10,1963-07-01,22,1974-10-12
Primidone,0,0,2,0,2,0,2015-11-10,1963-07-01,592,1963-12-01
Primula,0,0,0,0,0,0,2011-12-14,1963-07-01,2,2009-04-07
Pristinamycin,0,0,0,0,0,0,2014-07-16,1963-07-01,18,2006-08-21
Probenecid,0,0,0,0,0,0,2014-01-17,1963-07-01,89,1964-11-13
Probucol,0,0,0,0,0,0,2012-05-12,1963-07-01,53,1980-11-20
Procainamide,0,0,0,0,0,0,2012-05-12,1963-07-01,119,1964-06-08
Procaine,0,0,0,0,0,0,2015-09-11,1963-07-01,59,1965-05-28
Procarbazine,0,0,0,0,0,0,2016-01-11,1963-07-01,145,1966-12-31
Prochlorperazine,0,0,1,0,1,0,2016-02-08,1963-07-01,1977,1964-07-14
Procyclidine,0,0,2,0,2,0,2016-02-08,1963-07-01,924,1968-03-07
Proflavine,0,0,0,0,0,0,2011-12-12,1963-07-01,3,2004-10-14
Progesterone,0,0,0,0,0,0,2016-01-18,1963-07-01,345,1975-07-22
Progestogen,0,0,0,0,0,0,2011-12-12,1963-07-01,3,
Proguanil,0,4,4,0,8,0,2016-02-09,1963-07-01,2719,1964-08-04
Proline,0,0,0,0,0,0,2016-02-08,1963-07-01,264,1973-05-01
Prolintane,0,0,0,0,0,0,2011-12-14,1963-07-01,15,1964-09-30
Promazine,0,0,1,0,1,0,2015-11-23,1963-07-01,232,1964-05-26
Promethazine,0,0,1,0,1,0,2016-02-04,1963-07-01,875,1964-06-12
Propafenone,0,0,1,0,1,0,2015-12-02,1963-07-01,364,1987-11-01
Propamidine,0,0,0,0,0,0,2015-03-13,1963-07-01,52,1989-02-01
Propane,0,0,0,0,0,0,2011-12-12,1963-07-01,8,2006-08-03
Propanidid,0,0,0,0,0,0,2015-11-30,1963-07-01,185,1966-05-27
Propantheline,0,0,2,0,2,0,2015-07-02,1963-07-01,130,1964-06-16
Propicillin,0,0,0,0,0,0,2011-12-14,1963-07-01,11,1965-02-03
Propiolactone,0,0,0,0,0,0,2015-11-03,1963-07-01,2,2006-12-08
Propionic Acid,0,0,0,0,0,0,2011-12-12,1963-07-01,3,1992-10-05
Propiverine,0,0,0,0,0,0,2016-02-09,1963-07-01,235,
Propofol,0,0,9,0,9,0,2016-02-09,1963-07-01,3816,
Propolis,0,0,0,0,0,0,2011-12-12,1963-07-01,3,
Propranolol,1,0,18,0,19,0,2016-02-09,1963-07-01,4936,1964-02-01
Propyl Alcohol,0,0,0,0,0,0,2015-11-25,1963-07-01,56,2006-01-06
Propyl Gallate,0,0,0,0,0,0,2011-12-13,1963-07-01,1,2010-10-10
Propyl Hydroxybenzoate,0,0,0,0,0,0,2014-05-20,1963-07-01,17,2006-06-18
Propylene Glycol,0,0,0,0,0,0,2012-11-30,1963-07-01,23,1965-10-19
Propylene Phenoxetol,0,0,0,0,0,0,2011-12-14,1963-07-01,1,1985-06-17
Propyliodone,0,0,0,0,0,0,2011-12-14,1963-07-01,11,1964-12-08
Propyphenazone,0,0,0,0,0,0,2013-07-09,1963-07-01,7,
Protamine,0,0,0,0,0,0,2015-11-30,1963-07-01,108,1979-04-18
Protease,0,0,0,0,0,0,2016-02-03,1963-07-01,56,2009-05-23
Protein C,0,0,0,0,0,0,2016-02-02,1963-07-01,111,2003-02-06
Protein S,0,0,0,0,0,0,2016-02-02,1963-07-01,98,2003-02-06
Prothionamide,0,0,0,0,0,0,2014-05-07,1963-07-01,20,
Protionamide,0,0,0,0,0,0,2014-05-09,1963-07-01,9,
Protirelin,0,0,0,0,0,0,2011-12-14,1963-07-01,32,1973-10-01
Protriptyline,0,0,1,0,1,0,2012-05-12,1963-07-01,385,1967-02-23
Proxymetacaine,0,0,1,0,1,0,2016-02-08,1963-07-01,98,1983-10-27
Prucalopride,0,0,0,0,0,0,2016-02-02,1963-07-01,311,2010-04-30
Prulifloxacin,0,0,0,0,0,0,2011-12-12,1963-07-01,2,
Prunella,0,0,0,0,0,0,2012-01-19,1963-07-01,7,2007-10-22
Pseudoephedrine,0,0,3,0,3,0,2016-01-29,1963-07-01,2068,1965-02-25
Pseudostellaria,0,0,0,0,0,0,2012-05-12,1963-07-01,3,
Psoralia Corylifolia,0,0,0,0,0,0,2012-01-16,1963-07-01,15,2000-04-15
Psorolea,0,0,0,0,0,0,2013-02-26,1963-07-01,20,2007-06-07
Psychotria,0,0,0,0,0,0,2011-12-12,1963-07-01,5,2007-01-24
Ptychopetalum,0,0,0,0,0,0,2012-05-08,1963-07-01,5,2008-07-17
Pueraria,0,0,0,0,0,0,2012-05-12,1963-07-01,8,
Pulmonary Surfactant,0,0,0,0,0,0,2015-05-05,1963-07-01,24,1993-10-13
Pulsatilla,0,0,0,0,0,0,2012-05-30,1963-07-01,5,1994-11-04
Punica Granatum,0,0,0,0,0,0,2015-11-03,1963-07-01,22,2008-05-27
Purified Honey,0,0,0,0,0,0,2008-09-12,1963-07-01,7,1985-09-15
Purified Talc,0,0,0,0,0,0,2012-05-08,1963-07-01,19,2004-10-22
Pyrantel,0,0,0,0,0,0,2013-11-04,1963-07-01,5,1986-11-06
Pyrazinamide,0,0,0,0,0,0,2016-02-02,1963-07-01,768,1964-07-07
Pyridostigmine,0,0,0,0,0,0,2015-05-11,1963-07-01,122,1980-10-20
Pyrimethamine,0,0,0,0,0,0,2016-02-09,1963-07-01,432,
Pyrithione,0,0,0,0,0,0,2012-05-08,1963-07-01,8,1997-09-28
Pyroxylin,0,0,0,0,0,0,2011-12-12,1963-07-01,1,1973-07-05
Quassia,0,0,0,0,0,0,2011-12-12,1963-07-01,4,2006-11-14
Quercetin,0,0,0,0,0,0,2012-05-12,1963-07-01,1,2010-11-03
Quetiapine,0,0,13,0,13,0,2016-02-08,1963-07-01,5945,
Quinagolide,0,0,0,0,0,0,2015-05-26,1963-07-01,58,1995-09-11
Quinapril,0,0,1,0,1,0,2015-11-04,1963-07-01,358,1989-07-22
Quinestradol,0,0,0,0,0,0,2011-12-14,1963-07-01,24,1965-11-03
Quinestrol,0,0,0,0,0,0,2011-12-14,1963-07-01,17,1969-08-28
Quinidine,0,0,0,0,0,0,2012-05-12,1963-07-01,113,1964-05-31
Quinine,0,0,1,0,1,0,2016-02-08,1963-07-01,776,1965-10-04
Quinupristin,0,0,0,0,0,0,2016-02-08,1963-07-01,33,
Rabdosia Rubescens,0,0,0,0,0,0,2011-12-12,1963-07-01,2,2005-08-14
Rabeprazole,0,0,1,0,1,0,2015-11-23,1963-07-01,1078,1998-10-09
Rabies Immunoglobulin,0,0,0,0,0,0,2014-05-09,1963-07-01,25,2007-04-17
Racemethionine,0,0,0,0,0,0,2011-12-14,1963-07-01,4,1980-08-29
Radium 223,0,0,0,0,0,0,2016-01-14,1963-07-01,34,
Raloxifene,0,0,1,0,1,0,2015-11-16,1963-07-01,875,1998-10-09
Raltegravir,0,0,1,0,1,0,2015-12-14,1963-07-01,641,2006-05-08
Raltitrexed,0,0,0,0,0,0,2016-02-08,1963-07-01,240,1996-03-05
Ramipril,0,0,3,0,3,0,2016-02-03,1963-07-01,7415,
Ranibizumab,0,0,1,0,1,0,2016-02-09,1963-07-01,3856,2003-11-01
Ranitidine,0,0,9,0,9,0,2016-02-08,1963-07-01,6627,1980-09-22
Ranitidine Bismuth Citrate,0,0,0,0,0,0,2012-05-12,1963-07-01,40,1995-10-27
Ranolazine,0,0,2,0,2,0,2016-02-02,1963-07-01,546,
Rape Oil,0,0,0,0,0,0,2008-09-12,1963-07-01,1,2008-03-24
Raphanus,0,0,0,0,0,0,2012-05-12,1963-07-01,4,
Rasagiline,0,0,1,0,1,0,2015-11-04,1963-07-01,462,2000-08-24
Rasburicase,0,0,0,0,0,0,2015-10-05,1963-07-01,45,2003-01-12
Rat Igg2b Anti Cd52 Monoclonal Antibody,0,0,0,0,0,0,2011-12-12,1963-07-01,2,
Razoxane,0,0,0,0,0,0,2014-09-19,1963-07-01,69,1978-10-31
Reboxetine,0,0,3,0,3,0,2016-01-15,1963-07-01,2065,1997-01-16
Recombinant Human Anti Actriib Igg1 Lambda Monoclonal Antibody,0,0,0,0,0,0,2013-10-25,1963-07-01,2,2013-09-06
Recombinant Human Anti Pcsk9 Monoclonal Antibody,0,0,0,0,0,0,2015-12-28,1963-07-01,9,2014-12-06
Recombinant Human Igg4 Kappa Anti Pd1 Monoclonal Antibody,0,0,0,0,0,0,2016-02-01,1963-07-01,19,2015-08-01
Recombinant Human Monoclonal Antibody Ig1 Against Platelet Derived Growth Factor Receptor Alpha,0,0,0,0,0,0,2012-05-12,1963-07-01,5,2010-08-08
Recombinant Human N Acetylgalactosamine 6 Sulfatase,0,0,0,0,0,0,2015-12-30,1963-07-01,22,2015-01-15
Regadenoson,0,0,1,0,1,0,2016-02-01,1963-07-01,156,2011-08-05
Regorafenib,0,0,0,0,0,0,2015-12-02,1963-07-01,10,2013-12-29
Rehmannia,0,0,0,0,0,0,2012-05-12,1963-07-01,92,2000-09-03
Relaxin Human Recombinant,0,0,0,0,0,0,2015-12-02,1963-07-01,3,2014-12-08
Remifentanil,0,0,0,0,0,0,2016-01-29,1963-07-01,335,1997-04-14
Remoxipride,0,0,0,0,0,0,2015-05-05,1963-07-01,240,1991-06-01
Repaglinide,0,0,2,0,2,0,2015-11-09,1963-07-01,232,1998-11-27
Reproterol,0,0,0,0,0,0,2011-12-14,1963-07-01,18,1981-06-26
Reserpine,0,0,0,0,0,0,2011-12-14,1963-07-01,38,1964-06-24
Resorcinol,0,0,0,0,0,0,2015-06-26,1963-07-01,25,1965-05-11
Resveratrol,0,0,0,0,0,0,2014-09-05,1963-07-01,14,2011-05-19
Retapamulin,0,0,0,0,0,0,2011-12-14,1963-07-01,4,2008-05-09
Reteplase,0,0,0,0,0,0,2016-02-01,1963-07-01,86,
Retigabine,0,0,2,0,2,0,2015-12-14,1963-07-01,277,2011-09-12
Retinol,0,0,0,0,0,0,2016-01-29,1963-07-01,414,1965-06-26
Rhamnus,0,0,0,0,0,0,2012-11-29,1963-07-01,28,1975-05-01
Rhaponticum,0,0,0,0,0,0,2015-08-13,1963-07-01,16,2015-01-02
Rheum,0,0,0,0,0,0,2015-06-26,1963-07-01,40,1974-09-11
